scenario_id,timestamp,zone,gas_level,temperature,pressure,ventilation,hot_work,maintenance,confined_space_entry,environmental_risk_score,incident_type,risk_score,confidence_score,time_to_escalation,risk_factors,recommended_actions
3256,2026-07-12 15:15:00,Zone C,3.8,86.5,88.88,78.17,1,1,0,50.25,Explosion,100.0,90,23 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Automated trip of active hot work power lines""]"
3257,2026-07-12 15:20:00,Zone C,6.83,48.78,44.01,69.08,0,0,1,32.63,Safe,37.63,50,2 Hours 55 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
3258,2026-07-12 15:25:00,Zone B,2.12,30.13,81.06,83.66,0,0,0,32.41,Safe,32.41,50,3 Hours 22 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
3259,2026-07-12 15:30:00,Zone A,2.11,19.51,54.49,86.31,0,0,0,22.45,Safe,22.45,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3260,2026-07-12 15:35:00,Zone C,12.65,36.07,54.51,76.92,0,1,0,31.58,Safe,36.58,50,3 Hours 56 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
3261,2026-07-12 15:40:00,Zone B,13.81,18.55,26.68,90.85,0,0,0,17.05,Safe,17.05,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3262,2026-07-12 15:45:00,Zone C,7.33,0.0,36.81,83.39,0,0,0,15.19,Safe,15.19,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3263,2026-07-12 15:50:00,Zone B,8.87,60.32,62.06,75.37,0,0,0,38.97,Safe,38.97,50,3 Hours 25 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3264,2026-07-12 15:55:00,Zone C,9.2,41.11,51.79,79.9,1,0,0,30.55,Safe,35.55,50,2 Hours 39 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
3265,2026-07-12 16:00:00,Zone B,8.22,53.09,49.67,99.95,0,0,0,27.76,Safe,27.76,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3266,2026-07-12 16:05:00,Zone A,21.97,54.6,46.48,80.81,0,0,0,35.56,Safe,35.56,50,3 Hours 19 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3267,2026-07-12 16:10:00,Zone B,7.23,48.38,31.28,49.76,1,0,0,34.28,Safe,39.28,50,2 Hours 53 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
3268,2026-07-12 16:15:00,Zone A,27.89,25.54,36.39,96.66,0,0,0,23.29,Safe,23.29,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3269,2026-07-12 16:20:00,Zone A,88.26,23.92,69.08,96.22,1,0,0,46.26,Gas Ignition,86.26,85,24 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3270,2026-07-12 16:25:00,Zone B,9.69,43.99,45.43,83.69,0,1,1,28.86,Safe,38.86,60,2 Hours 9 Minutes,"[""Active Maintenance Activity"", ""Confined Space Entry Active""]","[""Immediate suspension of active maintenance permits in Zone"", ""Trigger alarm lights outside confined space entryway""]"
3271,2026-07-12 16:30:00,Zone A,84.18,29.39,62.86,77.7,1,0,0,49.68,Gas Ignition,89.68,85,11 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3272,2026-07-12 16:35:00,Zone C,7.28,21.77,54.66,98.89,0,0,0,21.2,Safe,21.2,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3273,2026-07-12 16:40:00,Zone C,12.63,91.51,80.08,84.05,0,1,0,50.04,Explosion,100.0,90,14 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
3274,2026-07-12 16:45:00,Zone A,20.47,89.15,37.44,92.58,0,0,1,38.62,Safe,43.62,60,2 Hours 29 Minutes,"[""High Temperature"", ""Confined Space Entry Active""]","[""Emergency cooling line engagement"", ""Trigger alarm lights outside confined space entryway""]"
3275,2026-07-12 16:50:00,Zone C,17.37,85.86,81.32,96.11,0,1,0,47.11,Explosion,97.11,90,16 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
3276,2026-07-12 16:55:00,Zone A,85.62,43.42,62.88,91.71,1,0,0,50.05,Gas Ignition,90.05,85,11 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3277,2026-07-12 17:00:00,Zone A,69.82,37.9,31.18,29.06,0,0,1,52.46,Toxic Exposure,87.46,90,10 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3278,2026-07-12 17:05:00,Zone A,56.46,43.18,53.3,26.42,0,0,1,56.63,Toxic Exposure,90.0,85,27 Minutes,"[""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3279,2026-07-12 17:10:00,Zone C,3.46,39.51,63.35,77.5,0,0,0,32.21,Safe,32.21,50,2 Hours 5 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3280,2026-07-12 17:15:00,Zone C,76.47,34.04,57.93,96.56,0,0,0,42.97,Safe,42.97,50,2 Hours 13 Minutes,"[""High Gas Levels""]","[""Evacuation of non-essential personnel from Zone""]"
3281,2026-07-12 17:20:00,Zone C,73.23,76.07,61.14,88.51,1,0,0,55.48,Gas Ignition,95.0,85,25 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3282,2026-07-12 17:25:00,Zone C,6.27,60.76,27.58,96.03,0,0,0,24.65,Safe,24.65,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3283,2026-07-12 17:30:00,Zone C,86.97,55.14,43.94,86.83,1,0,0,49.81,Gas Ignition,89.81,85,11 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3284,2026-07-12 17:35:00,Zone A,5.33,28.8,50.06,88.98,1,0,0,23.8,Safe,28.8,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
3285,2026-07-12 17:40:00,Zone A,4.4,19.74,42.95,87.66,0,0,0,19.86,Safe,19.86,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3286,2026-07-12 17:45:00,Zone A,3.87,26.79,42.43,56.22,0,0,0,29.22,Safe,29.22,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3287,2026-07-12 17:50:00,Zone A,81.16,36.87,31.57,59.37,1,0,0,47.56,Gas Ignition,87.56,85,14 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3288,2026-07-12 17:55:00,Zone C,15.33,70.9,52.07,70.49,0,0,0,41.95,Safe,41.95,50,3 Hours 59 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3289,2026-07-12 18:00:00,Zone C,22.39,77.54,50.01,87.18,0,0,0,40.69,Safe,40.69,50,3 Hours 17 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3290,2026-07-12 18:05:00,Zone A,3.23,61.53,50.47,95.84,0,0,0,29.85,Safe,29.85,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3291,2026-07-12 18:10:00,Zone C,36.65,49.67,58.19,74.24,0,0,0,42.57,Safe,42.57,50,2 Hours 38 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3292,2026-07-12 18:15:00,Zone A,8.65,38.16,52.75,53.09,0,0,1,36.62,Safe,41.62,50,3 Hours 26 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
3293,2026-07-12 18:20:00,Zone B,4.08,44.7,30.32,53.64,0,0,0,31.37,Safe,31.37,50,3 Hours 13 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3294,2026-07-12 18:25:00,Zone A,99.56,35.2,39.86,72.56,1,0,0,50.51,Gas Ignition,90.51,85,22 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3295,2026-07-12 18:30:00,Zone B,18.76,46.68,54.84,73.79,0,0,0,36.62,Safe,36.62,50,3 Hours 38 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3296,2026-07-12 18:35:00,Zone B,14.95,31.18,56.0,77.78,0,0,1,31.09,Safe,36.09,50,3 Hours 15 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
3297,2026-07-12 18:40:00,Zone B,2.01,55.88,48.73,98.59,0,1,0,27.0,Safe,32.0,50,3 Hours 36 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
3298,2026-07-12 18:45:00,Zone A,94.15,61.67,64.51,21.55,0,0,1,74.69,Toxic Exposure,90.0,90,28 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3299,2026-07-12 18:50:00,Zone C,10.23,82.66,82.27,93.45,0,1,0,45.43,Explosion,95.43,90,12 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
3300,2026-07-12 18:55:00,Zone C,10.55,37.41,37.17,87.87,1,0,0,24.31,Safe,29.31,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
3301,2026-07-12 19:00:00,Zone C,76.27,46.37,64.18,66.89,0,0,0,54.98,Gas Ignition,89.98,75,10 Minutes,"[""High Gas Levels""]","[""Evacuation of non-essential personnel from Zone""]"
3302,2026-07-12 19:05:00,Zone B,9.05,50.81,54.6,67.02,0,0,0,36.86,Safe,36.86,50,3 Hours 36 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3303,2026-07-12 19:10:00,Zone A,63.83,46.13,27.74,27.09,0,0,1,52.65,Toxic Exposure,87.65,85,30 Minutes,"[""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3304,2026-07-12 19:15:00,Zone B,80.98,55.18,36.69,91.97,1,0,1,45.22,Gas Ignition,90.22,90,19 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3305,2026-07-12 19:20:00,Zone A,96.44,60.64,57.31,96.61,1,0,0,54.45,Gas Ignition,94.45,85,14 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3306,2026-07-12 19:25:00,Zone C,74.67,14.07,51.39,97.57,0,0,0,35.64,Gas Ignition,75.0,65,39 Minutes,"[""High Gas Levels""]","[""Evacuation of non-essential personnel from Zone""]"
3307,2026-07-12 19:30:00,Zone C,70.4,37.02,32.01,28.26,0,0,1,52.79,Toxic Exposure,87.79,90,11 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3308,2026-07-12 19:35:00,Zone A,2.64,56.11,46.56,80.18,0,1,0,31.28,Safe,36.28,50,2 Hours 39 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
3309,2026-07-12 19:40:00,Zone C,4.9,88.03,87.81,80.0,0,1,0,50.18,Explosion,100.0,90,30 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
3310,2026-07-12 19:45:00,Zone A,39.96,53.14,49.74,59.32,0,0,0,45.88,Safe,45.88,50,2 Hours 4 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3311,2026-07-12 19:50:00,Zone C,22.81,65.12,76.53,75.61,0,0,0,47.22,Safe,47.22,50,3 Hours 46 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3312,2026-07-12 19:55:00,Zone A,7.45,59.28,50.58,83.77,0,0,0,33.38,Safe,33.38,50,2 Hours 17 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3313,2026-07-12 20:00:00,Zone A,21.4,15.21,73.64,50.28,0,0,0,39.99,Safe,39.99,50,3 Hours 36 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3314,2026-07-12 20:05:00,Zone B,8.21,52.43,30.28,85.26,0,0,0,26.42,Safe,26.42,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3315,2026-07-12 20:10:00,Zone A,77.55,40.12,47.16,21.42,0,0,1,60.85,Toxic Exposure,90.0,90,29 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3316,2026-07-12 20:15:00,Zone C,73.17,40.62,34.02,78.33,1,0,0,42.37,Gas Ignition,82.37,75,34 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3317,2026-07-12 20:20:00,Zone C,18.93,81.85,81.59,68.2,1,1,0,53.54,Explosion,100.0,90,20 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement"", ""Automated trip of active hot work power lines""]"
3318,2026-07-12 20:25:00,Zone B,31.27,52.15,64.54,87.62,0,0,1,40.08,Safe,45.08,50,2 Hours 31 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
3319,2026-07-12 20:30:00,Zone C,68.87,57.84,54.59,28.84,0,0,1,63.12,Toxic Exposure,90.0,90,19 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
3320,2026-07-12 20:35:00,Zone B,5.84,30.51,49.3,66.38,0,1,0,29.82,Safe,34.82,50,2 Hours 15 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
3321,2026-07-12 20:40:00,Zone C,7.29,31.09,57.96,91.69,0,0,1,26.16,Safe,31.16,50,2 Hours 49 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
3322,2026-07-12 20:45:00,Zone A,89.57,44.15,51.91,66.42,1,0,0,54.8,Gas Ignition,94.8,85,27 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3323,2026-07-12 20:50:00,Zone C,10.32,45.49,43.14,75.96,0,1,0,30.75,Safe,35.75,50,3 Hours 42 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
3324,2026-07-12 20:55:00,Zone B,6.21,45.36,46.22,79.68,0,0,1,29.53,Safe,34.53,50,3 Hours 41 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
3325,2026-07-12 21:00:00,Zone A,71.19,23.83,57.93,97.05,1,0,0,38.97,Gas Ignition,78.97,75,53 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3326,2026-07-12 21:05:00,Zone C,7.56,54.71,41.78,68.18,0,0,0,33.97,Safe,33.97,50,3 Hours 38 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3327,2026-07-12 21:10:00,Zone C,63.57,22.94,39.17,66.92,1,0,0,39.69,Gas Ignition,79.69,65,32 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
3328,2026-07-12 21:15:00,Zone C,65.63,54.5,42.85,65.44,1,0,0,49.38,Gas Ignition,89.38,75,27 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
3329,2026-07-12 21:20:00,Zone C,8.04,52.71,43.89,79.4,0,0,0,31.31,Safe,31.31,50,2 Hours 45 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3330,2026-07-12 21:25:00,Zone C,12.05,38.14,43.7,86.39,0,0,0,26.87,Safe,26.87,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3331,2026-07-12 21:30:00,Zone A,3.23,62.99,71.69,85.79,0,0,0,38.03,Safe,38.03,50,3 Hours 16 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3332,2026-07-12 21:35:00,Zone B,20.17,28.14,50.97,96.04,0,0,0,25.81,Safe,25.81,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3333,2026-07-12 21:40:00,Zone B,20.73,24.76,44.52,71.69,0,0,0,29.58,Safe,29.58,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3334,2026-07-12 21:45:00,Zone B,7.9,39.85,55.41,91.44,0,0,0,27.93,Safe,27.93,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3335,2026-07-12 21:50:00,Zone C,97.71,28.64,31.51,93.44,1,0,0,41.1,Gas Ignition,81.1,75,46 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
3336,2026-07-12 21:55:00,Zone A,12.65,37.37,54.08,77.61,0,0,0,31.62,Safe,31.62,50,2 Hours 26 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
3337,2026-07-12 22:00:00,Zone C,11.43,87.29,82.12,92.7,0,1,0,47.03,Explosion,97.03,90,27 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
